wavelength      radiance
2.59605       6.00396E-03
2.59538       3.73876E-03
2.59471       3.51399E-03
2.59403       6.43847E-03
2.59336       1.00804E-02
2.59269       1.19803E-02
2.59202       1.61789E-02
2.59134       2.06761E-02
2.59067       2.13337E-02
2.59000       1.71582E-02
2.58933       1.25204E-02
2.58866       1.17447E-02
2.58799       9.92643E-03
2.58732       8.20824E-03
2.58665       1.29254E-02
2.58598       1.90450E-02
2.58532       1.76730E-02
2.58465       1.04606E-02
2.58398       6.64202E-03
2.58331       1.07996E-02
2.58264       1.77445E-02
2.58198       1.71562E-02
2.58131       1.24114E-02
2.58065       1.59102E-02
2.57998       2.33798E-02
2.57931       2.68184E-02
2.57865       2.70733E-02
2.57798       2.19172E-02
2.57732       1.36857E-02
2.57666       1.39292E-02
2.57599       1.99614E-02
2.57533       2.15888E-02
2.57467       2.01886E-02
2.57400       1.58276E-02
2.57334       1.38082E-02
2.57268       2.05624E-02
2.57202       2.71060E-02
2.57136       2.76818E-02
2.57069       2.21300E-02
2.57003       1.39031E-02
2.56937       1.29764E-02
2.56871       1.83247E-02
2.56805       2.33693E-02
2.56739       2.79587E-02
2.56674       3.03961E-02
2.56608       2.70465E-02
2.56542       1.88923E-02
2.56476       1.44769E-02
2.56410       1.79627E-02
2.56345       1.87950E-02
2.56279       1.61495E-02
2.56213       1.61144E-02
2.56148       1.48104E-02
2.56082       1.46525E-02
2.56016       1.97349E-02
2.55951       2.79252E-02
2.55885       3.33242E-02
2.55820       3.41047E-02
2.55754       3.41741E-02
2.55689       3.48309E-02
2.55624       3.53511E-02
2.55558       3.50046E-02
2.55493       3.48549E-02
2.55428       3.35101E-02
2.55363       2.76627E-02
2.55297       2.38462E-02
2.55232       2.80699E-02
2.55167       2.98091E-02
2.55102       2.74530E-02
2.55037       3.09154E-02
2.54972       3.40904E-02
2.54907       3.02128E-02
2.54842       2.41453E-02
2.54777       2.36251E-02
2.54712       3.03927E-02
2.54647       3.54448E-02
2.54582       3.28038E-02
2.54518       2.73011E-02
2.54453       2.68231E-02
2.54388       2.84004E-02
2.54324       2.79082E-02
2.54259       2.95200E-02
2.54194       3.18258E-02
2.54130       3.40907E-02
2.54065       3.81413E-02
2.54000       3.96350E-02
2.53936       3.75634E-02
2.53872       3.71773E-02
2.53807       3.89554E-02
2.53743       3.80278E-02
2.53678       3.25671E-02
2.53614       2.97330E-02
2.53550       3.43388E-02
2.53485       3.97491E-02
2.53421       4.04968E-02
2.53357       3.70366E-02
2.53293       3.51028E-02
2.53229       3.36270E-02
2.53165       3.07728E-02
2.53100       3.37963E-02
2.53036       3.60451E-02
2.52972       3.49002E-02
2.52908       3.85858E-02
2.52845       4.23887E-02
2.52781       4.18799E-02
2.52717       4.00855E-02
2.52653       4.06401E-02
2.52589       4.27566E-02
2.52525       4.30771E-02
2.52462       4.03731E-02
2.52398       4.06606E-02
2.52334       4.66251E-02
2.52270       5.03075E-02
2.52207       5.54678E-02
2.52143       6.26118E-02
2.52080       6.06787E-02
2.52016       5.18350E-02
2.51953       4.75229E-02
2.51889       5.03943E-02
2.51826       4.92586E-02
2.51762       4.18322E-02
2.51699       3.72740E-02
2.51636       3.78815E-02
2.51572       4.10776E-02
2.51509       4.81659E-02
2.51446       6.37680E-02
2.51383       7.32014E-02
2.51319       6.48676E-02
2.51256       5.66998E-02
2.51193       5.32193E-02
2.51130       4.71640E-02
2.51067       5.29917E-02
2.51004       6.73894E-02
2.50941       7.03389E-02
2.50878       8.16380E-02
2.50815       1.09198E-01
2.50752       1.17165E-01
2.50689       9.19692E-02
2.50627       6.19275E-02
2.50564       5.65930E-02
2.50501       6.65553E-02
2.50438       7.06147E-02
2.50376       6.30874E-02
2.50313       5.75434E-02
2.50250       7.54315E-02
2.50188       1.07079E-01
2.50125       1.29059E-01
2.50063       1.34496E-01
2.50000       1.26587E-01
2.49938       1.22749E-01
2.49875       1.27089E-01
2.49813       1.22676E-01
2.49750       1.15155E-01
2.49688       1.08470E-01
2.49626       9.71133E-02
2.49563       7.60047E-02
2.49501       5.30677E-02
2.49439       5.45130E-02
2.49377       7.23528E-02
2.49314       7.92380E-02
2.49252       7.39467E-02
2.49190       7.65941E-02
2.49128       9.35355E-02
2.49066       1.10269E-01
2.49004       1.14732E-01
2.48942       1.02205E-01
2.48880       7.84802E-02
2.48818       5.85338E-02
2.48756       5.92231E-02
2.48694       8.38195E-02
2.48633       1.20056E-01
2.48571       1.35504E-01
2.48509       1.06209E-01
2.48447       6.79394E-02
2.48386       7.08023E-02
2.48324       1.07423E-01
2.48262       1.29770E-01
2.48201       1.10820E-01
2.48139       7.90603E-02
2.48077       7.48420E-02
2.48016       1.00624E-01
2.47954       1.36212E-01
2.47893       1.61763E-01
2.47831       1.74624E-01
2.47770       1.90115E-01
2.47709       2.24263E-01
2.47647       2.46511E-01
2.47586       2.20102E-01
2.47525       1.96983E-01
2.47463       2.06558E-01
2.47402       1.83062E-01
2.47341       1.15390E-01
2.47280       6.33430E-02
2.47219       6.25904E-02
2.47158       1.12677E-01
2.47097       1.78758E-01
2.47036       2.27440E-01
2.46975       2.51213E-01
2.46914       2.43253E-01
2.46853       2.02802E-01
2.46792       1.84307E-01
2.46731       2.36107E-01
2.46670       2.89010E-01
2.46609       3.02794E-01
2.46548       3.03711E-01
2.46488       2.66569E-01
2.46427       2.18594E-01
2.46366       1.79523E-01
2.46305       1.26296E-01
2.46245       1.33249E-01
2.46184       2.14094E-01
2.46124       2.92026E-01
2.46063       3.41880E-01
2.46002       3.44369E-01
2.45942       3.30713E-01
2.45881       3.49380E-01
2.45821       3.65291E-01
2.45761       3.53773E-01
2.45700       3.32044E-01
2.45640       3.23114E-01
2.45580       3.04945E-01
2.45519       2.27202E-01
2.45459       1.51929E-01
2.45399       1.66418E-01
2.45339       2.33020E-01
2.45278       2.60260E-01
2.45218       2.01321E-01
2.45158       1.16580E-01
2.45098       8.55300E-02
2.45038       1.14759E-01
2.44978       1.96835E-01
2.44918       2.71151E-01
2.44858       2.52165E-01
2.44798       1.72995E-01
2.44738       1.30210E-01
2.44678       1.17619E-01
2.44618       1.12620E-01
2.44559       1.72153E-01
2.44499       2.72501E-01
2.44439       3.39067E-01
2.44379       3.37347E-01
2.44320       2.97136E-01
2.44260       3.20810E-01
2.44200       3.94227E-01
2.44141       4.29534E-01
2.44081       4.29639E-01
2.44021       4.30986E-01
2.43962       4.39455E-01
2.43902       4.32206E-01
2.43843       4.00932E-01
2.43784       3.52621E-01
2.43724       2.66324E-01
2.43665       1.53799E-01
2.43605       8.45198E-02
2.43546       8.22289E-02
2.43487       1.47348E-01
2.43427       2.29577E-01
2.43368       2.44864E-01
2.43309       2.66368E-01
2.43250       3.61964E-01
2.43191       4.36274E-01
2.43132       4.54759E-01
2.43072       4.52443E-01
2.43013       4.33344E-01
2.42954       4.23521E-01
2.42895       4.43973E-01
2.42836       4.57649E-01
2.42777       4.38989E-01
2.42718       3.81639E-01
2.42660       3.04334E-01
2.42601       2.93836E-01
2.42542       3.28041E-01
2.42483       3.04856E-01
2.42424       2.75851E-01
2.42365       3.32562E-01
2.42307       3.94223E-01
2.42248       3.86154E-01
2.42189       3.87306E-01
2.42131       4.25947E-01
2.42072       4.20831E-01
2.42014       3.23455E-01
2.41955       1.87229E-01
2.41896       1.29070E-01
2.41838       2.01113E-01
2.41779       3.19096E-01
2.41721       3.44399E-01
2.41663       2.45199E-01
2.41604       1.75546E-01
2.41546       2.39884E-01
2.41488       2.82591E-01
2.41429       2.56507E-01
2.41371       3.28166E-01
2.41313       4.37872E-01
2.41255       4.17262E-01
2.41196       3.62324E-01
2.41138       4.11159E-01
2.41080       4.32096E-01
2.41022       3.45103E-01
2.40964       3.31034E-01
2.40906       4.27213E-01
2.40848       4.39689E-01
2.40790       3.28658E-01
2.40732       2.57782E-01
2.40674       2.92273E-01
2.40616       3.63511E-01
2.40558       4.17094E-01
2.40500       3.85436E-01
2.40442       3.11140E-01
2.40385       3.50957E-01
2.40327       4.65808E-01
2.40269       5.13474E-01
2.40211       5.03050E-01
2.40154       5.05184E-01
2.40096       4.59907E-01
2.40038       3.99998E-01
2.39981       4.49496E-01
2.39923       5.07439E-01
2.39866       4.99082E-01
2.39808       4.67004E-01
2.39751       3.81702E-01
2.39693       3.06801E-01
2.39636       3.61389E-01
2.39578       4.57431E-01
2.39521       4.66112E-01
2.39464       4.44025E-01
2.39406       4.68639E-01
2.39349       4.95781E-01
2.39292       4.95547E-01
2.39234       4.41002E-01
2.39177       3.29198E-01
2.39120       3.17381E-01
2.39063       4.11528E-01
2.39006       4.63857E-01
2.38949       4.99791E-01
2.38892       4.82022E-01
2.38834       3.85411E-01
2.38777       3.74767E-01
2.38720       4.15756E-01
2.38663       3.61762E-01
2.38607       3.28084E-01
2.38550       4.08311E-01
2.38493       4.19024E-01
2.38436       3.11704E-01
2.38379       2.50289E-01
2.38322       2.98827E-01
2.38265       4.28683E-01
2.38209       5.49654E-01
2.38152       5.66497E-01
2.38095       4.88782E-01
2.38039       4.15725E-01
2.37982       4.34069E-01
2.37925       4.86503E-01
2.37869       4.34867E-01
2.37812       3.62010E-01
2.37756       3.69108E-01
2.37699       3.46594E-01
2.37643       3.60537E-01
2.37586       4.67791E-01
2.37530       5.15604E-01
2.37473       5.14474E-01
2.37417       5.16482E-01
2.37361       4.77040E-01
2.37304       4.14971E-01
2.37248       3.51148E-01
2.37192       2.65745E-01
2.37135       1.81292E-01
2.37079       1.68522E-01
2.37023       2.79389E-01
2.36967       4.13970E-01
2.36911       4.48417E-01
2.36855       4.57717E-01
2.36798       4.40302E-01
2.36742       4.24711E-01
2.36686       5.08948E-01
2.36630       6.01263E-01
2.36574       6.53421E-01
2.36518       6.39636E-01
2.36463       5.41953E-01
2.36407       4.79499E-01
2.36351       5.43900E-01
2.36295       6.50668E-01
2.36239       6.53891E-01
2.36183       5.93811E-01
2.36128       6.15210E-01
2.36072       6.78126E-01
2.36016       7.08487E-01
2.35960       6.59119E-01
2.35905       4.86027E-01
2.35849       3.96320E-01
2.35793       4.89839E-01
2.35738       5.58416E-01
2.35682       5.28091E-01
2.35627       4.68045E-01
2.35571       4.59242E-01
2.35516       5.09764E-01
2.35460       5.51615E-01
2.35405       5.33741E-01
2.35349       4.70222E-01
2.35294       4.07562E-01
2.35239       3.48448E-01
2.35183       3.69334E-01
2.35128       4.17798E-01
2.35073       4.09091E-01
2.35018       4.30216E-01
2.34962       4.87768E-01
2.34907       5.18988E-01
2.34852       4.85247E-01
2.34797       4.47703E-01
2.34742       4.68463E-01
2.34687       5.15717E-01
2.34632       5.47887E-01
2.34577       5.19347E-01
2.34522       4.77415E-01
2.34467       5.26931E-01
2.34412       5.89608E-01
2.34357       5.79970E-01
2.34302       5.86897E-01
2.34247       5.88464E-01
2.34192       5.22197E-01
2.34137       4.65693E-01
2.34082       4.41908E-01
2.34028       4.24882E-01
2.33973       4.65846E-01
2.33918       5.13910E-01
2.33863       5.17049E-01
2.33809       5.80722E-01
2.33754       6.82493E-01
2.33699       7.04070E-01
2.33645       6.61479E-01
2.33590       6.36020E-01
2.33536       6.17318E-01
2.33481       5.93126E-01
2.33427       6.15802E-01
2.33372       6.80795E-01
2.33318       7.16273E-01
2.33263       6.63215E-01
2.33209       5.93534E-01
2.33155       5.93309E-01
2.33100       6.59258E-01
2.33046       7.53122E-01
2.32992       7.64455E-01
2.32937       6.69714E-01
2.32883       6.13548E-01
2.32829       6.66516E-01
2.32775       7.48344E-01
2.32720       7.53067E-01
2.32666       7.16129E-01
2.32612       6.93648E-01
2.32558       6.71735E-01
2.32504       7.17887E-01
2.32450       7.55563E-01
2.32396       6.84116E-01
2.32342       5.90320E-01
2.32288       5.47361E-01
2.32234       5.55511E-01
2.32180       5.94949E-01
2.32126       6.36691E-01
2.32072       6.32880E-01
2.32019       6.03677E-01
2.31965       5.82288E-01
2.31911       5.47814E-01
2.31857       4.80553E-01
2.31803       4.19504E-01
2.31750       3.71675E-01
2.31696       3.51619E-01
2.31642       4.47325E-01
2.31589       6.45782E-01
2.31535       8.29571E-01
2.31481       9.20846E-01
2.31428       9.54317E-01
2.31374       9.67695E-01
2.31321       9.70293E-01
2.31267       9.28712E-01
2.31214       8.70113E-01
2.31160       8.99573E-01
2.31107       9.52470E-01
2.31054       9.16643E-01
2.31000       8.27466E-01
2.30947       7.72954E-01
2.30894       7.79036E-01
2.30840       7.80366E-01
2.30787       7.26183E-01
2.30734       6.91141E-01
2.30681       6.99281E-01
2.30627       6.97253E-01
2.30574       7.06225E-01
2.30521       6.95029E-01
2.30468       6.35750E-01
2.30415       5.91727E-01
2.30362       6.02101E-01
2.30309       6.46659E-01
2.30256       6.84347E-01
2.30203       7.31236E-01
2.30150       7.32309E-01
2.30097       6.44149E-01
2.30044       5.91638E-01
2.29991       6.17426E-01
2.29938       6.26193E-01
2.29885       5.86235E-01
2.29832       6.11429E-01
2.29779       7.49185E-01
2.29727       8.16272E-01
2.29674       7.35984E-01
2.29621       6.27663E-01
2.29568       5.67658E-01
2.29516       5.84219E-01
2.29463       6.39706E-01
2.29410       6.77461E-01
2.29358       7.32723E-01
2.29305       7.54956E-01
2.29253       7.03927E-01
2.29200       7.08538E-01
2.29148       7.53660E-01
2.29095       7.59533E-01
2.29043       6.93183E-01
2.28990       6.08644E-01
2.28938       6.78918E-01
2.28885       8.16517E-01
2.28833       8.44084E-01
2.28781       8.49623E-01
2.28728       8.63455E-01
2.28676       8.60978E-01
2.28624       8.70577E-01
2.28571       8.17174E-01
2.28519       7.78179E-01
2.28467       7.79928E-01
2.28415       7.47672E-01
2.28363       7.10732E-01
2.28311       6.54905E-01
2.28258       6.95675E-01
2.28206       8.11649E-01
2.28154       8.29897E-01
2.28102       7.79234E-01
2.28050       7.92403E-01
2.27998       9.05580E-01
2.27946       9.76023E-01
2.27894       9.46377E-01
2.27842       9.04414E-01
2.27790       8.65609E-01
2.27739       8.00011E-01
2.27687       7.54174E-01
2.27635       7.03882E-01
2.27583       6.38758E-01
2.27531       6.82181E-01
2.27480       8.24204E-01
2.27428       9.25392E-01
2.27376       9.36277E-01
2.27324       8.86919E-01
2.27273       7.95360E-01
2.27221       7.60204E-01
2.27169       8.49573E-01
2.27118       9.27705E-01
2.27066       8.85082E-01
2.27015       8.34200E-01
2.26963       8.23921E-01
2.26912       7.33136E-01
2.26860       6.51707E-01
2.26809       7.17799E-01
2.26757       8.32408E-01
2.26706       9.21780E-01
2.26655       9.83540E-01
2.26603       9.85067E-01
2.26552       8.88564E-01
2.26501       7.77437E-01
2.26449       7.73917E-01
2.26398       8.09110E-01
2.26347       8.71004E-01
2.26296       9.07316E-01
2.26244       7.95466E-01
2.26193       6.99695E-01
2.26142       7.17478E-01
2.26091       7.69928E-01
2.26040       8.26915E-01
2.25989       8.90467E-01
2.25938       9.63802E-01
2.25887       9.74077E-01
2.25836       9.24426E-01
2.25785       8.80919E-01
2.25734       8.10953E-01
2.25683       7.75414E-01
2.25632       8.20737E-01
2.25581       8.50899E-01
2.25530       8.81359E-01
2.25479       8.94446E-01
2.25428       8.44852E-01
2.25378       8.30656E-01
2.25327       8.82391E-01
2.25276       9.28584E-01
2.25225       9.63390E-01
2.25174       9.87053E-01
2.25124       9.44220E-01
2.25073       9.05205E-01
2.25023       9.32650E-01
2.24972       9.66961E-01
2.24921       9.92034E-01
2.24871       1.01729E+00
2.24820       1.02325E+00
2.24770       9.36159E-01
2.24719       8.19523E-01
2.24669       8.04118E-01
2.24618       8.56714E-01
2.24568       9.68561E-01
2.24517       1.09263E+00
2.24467       1.07606E+00
2.24417       9.53478E-01
2.24366       9.40716E-01
2.24316       1.01877E+00
2.24266       1.06427E+00
2.24215       1.06863E+00
2.24165       1.01851E+00
2.24115       9.90069E-01
2.24065       1.01893E+00
2.24014       1.05168E+00
2.23964       1.08373E+00
2.23914       1.12095E+00
2.23864       1.10623E+00
2.23814       1.02535E+00
2.23764       9.98839E-01
2.23714       1.02372E+00
2.23664       1.00343E+00
2.23614       1.00537E+00
2.23564       1.07018E+00
2.23514       1.12223E+00
2.23464       1.14106E+00
2.23414       1.13188E+00
2.23364       1.11432E+00
2.23314       1.08743E+00
2.23264       1.04393E+00
2.23214       1.01911E+00
2.23164       1.02745E+00
2.23115       1.07609E+00
2.23065       1.12803E+00
2.23015       1.17395E+00
2.22965       1.20806E+00
2.22916       1.20239E+00
2.22866       1.17317E+00
2.22816       1.14875E+00
2.22767       1.11915E+00
2.22717       1.05809E+00
2.22668       1.05059E+00
2.22618       1.11015E+00
2.22568       1.12210E+00
2.22519       1.11835E+00
2.22469       1.16302E+00
2.22420       1.18135E+00
2.22370       1.17878E+00
2.22321       1.19733E+00
2.22272       1.19585E+00
2.22222       1.14432E+00
2.22173       1.08051E+00
2.22124       1.09753E+00
2.22074       1.17570E+00
2.22025       1.21797E+00
2.21976       1.22266E+00
2.21926       1.22878E+00
2.21877       1.21443E+00
2.21828       1.18052E+00
2.21779       1.18778E+00
2.21729       1.19170E+00
2.21680       1.09269E+00
2.21631       1.00214E+00
2.21582       1.07106E+00
2.21533       1.15371E+00
2.21484       1.16166E+00
2.21435       1.20583E+00
2.21386       1.25348E+00
2.21337       1.26725E+00
2.21288       1.27617E+00
2.21239       1.27908E+00
2.21190       1.25716E+00
2.21141       1.21928E+00
2.21092       1.19895E+00
2.21043       1.20724E+00
2.20994       1.24419E+00
2.20946       1.26241E+00
2.20897       1.25813E+00
2.20848       1.25160E+00
2.20799       1.19937E+00
2.20751       1.12608E+00
2.20702       1.10941E+00
2.20653       1.14080E+00
2.20604       1.16161E+00
2.20556       1.07349E+00
2.20507       9.23976E-01
2.20459       9.19032E-01
2.20410       1.03044E+00
2.20361       1.07822E+00
2.20313       1.02579E+00
2.20264       9.54021E-01
2.20216       9.30246E-01
2.20167       9.79736E-01
2.20119       1.00751E+00
2.20070       8.86673E-01
2.20022       7.60827E-01
2.19974       7.97415E-01
2.19925       9.14674E-01
2.19877       9.42778E-01
2.19829       9.58860E-01
2.19780       1.11621E+00
2.19732       1.21894E+00
2.19684       1.19473E+00
2.19635       1.20843E+00
2.19587       1.24907E+00
2.19539       1.17029E+00
2.19491       1.06007E+00
2.19443       1.14003E+00
2.19394       1.28763E+00
2.19346       1.33516E+00
2.19298       1.33240E+00
2.19250       1.33390E+00
2.19202       1.34183E+00
2.19154       1.34155E+00
2.19106       1.27303E+00
2.19058       1.19422E+00
2.19010       1.21590E+00
2.18962       1.25807E+00
2.18914       1.26461E+00
2.18866       1.20601E+00
2.18818       1.11683E+00
2.18771       1.11387E+00
2.18723       1.18374E+00
2.18675       1.27114E+00
2.18627       1.31890E+00
2.18579       1.26569E+00
2.18531       1.08550E+00
2.18484       9.66185E-01
2.18436       1.06224E+00
2.18388       1.08936E+00
2.18341       1.01700E+00
2.18293       1.10726E+00
2.18245       1.25471E+00
2.18198       1.32546E+00
2.18150       1.35014E+00
2.18103       1.35147E+00
2.18055       1.34663E+00
2.18007       1.28981E+00
2.17960       1.18151E+00
2.17912       1.11999E+00
2.17865       1.12314E+00
2.17817       1.19096E+00
2.17770       1.29420E+00
2.17723       1.32904E+00
2.17675       1.23618E+00
2.17628       1.14817E+00
2.17581       1.20185E+00
2.17533       1.24214E+00
2.17486       1.18574E+00
2.17439       1.15377E+00
2.17391       1.20786E+00
2.17344       1.23134E+00
2.17297       1.15904E+00
2.17250       1.15735E+00
2.17202       1.25094E+00
2.17155       1.30848E+00
2.17108       1.31539E+00
2.17061       1.29495E+00
2.17014       1.26855E+00
2.16967       1.25830E+00
2.16920       1.17392E+00
2.16873       1.07580E+00
2.16826       1.12963E+00
2.16779       1.18665E+00
2.16732       1.11245E+00
2.16685       1.02993E+00
2.16638       1.04537E+00
2.16591       1.11077E+00
2.16544       1.16061E+00
2.16497       1.20258E+00
2.16450       1.22904E+00
2.16403       1.11244E+00
2.16357       9.65063E-01
2.16310       1.03734E+00
2.16263       1.16665E+00
2.16216       1.22168E+00
2.16169       1.19940E+00
2.16123       1.13491E+00
2.16076       1.16055E+00
2.16029       1.21290E+00
2.15983       1.20801E+00
2.15936       1.18702E+00
2.15889       1.20600E+00
2.15843       1.25617E+00
2.15796       1.27179E+00
2.15750       1.27389E+00
2.15703       1.29005E+00
2.15657       1.29879E+00
2.15610       1.28223E+00
2.15564       1.24443E+00
2.15517       1.22378E+00
2.15471       1.20176E+00
2.15424       1.18159E+00
2.15378       1.18178E+00
2.15332       1.15015E+00
2.15285       1.10749E+00
2.15239       1.09499E+00
2.15193       1.05853E+00
2.15146       1.04963E+00
2.15100       1.14964E+00
2.15054       1.23296E+00
2.15008       1.23194E+00
2.14961       1.23028E+00
2.14915       1.25745E+00
2.14869       1.27358E+00
2.14823       1.27301E+00
2.14777       1.28047E+00
2.14731       1.29645E+00
2.14684       1.31959E+00
2.14638       1.32658E+00
2.14592       1.32472E+00
2.14546       1.33590E+00
2.14500       1.33610E+00
2.14454       1.33419E+00
2.14408       1.34137E+00
2.14362       1.33341E+00
2.14316       1.32725E+00
2.14270       1.33755E+00
2.14225       1.34767E+00
2.14179       1.35798E+00
2.14133       1.36552E+00
2.14087       1.36649E+00
2.14041       1.35985E+00
2.13995       1.34212E+00
2.13950       1.33228E+00
2.13904       1.33765E+00
2.13858       1.34546E+00
2.13812       1.35452E+00
2.13767       1.35596E+00
2.13721       1.35026E+00
2.13675       1.33133E+00
2.13630       1.25522E+00
2.13584       1.20931E+00
2.13538       1.28534E+00
2.13493       1.35933E+00
2.13447       1.37099E+00
2.13402       1.36903E+00
2.13356       1.36439E+00
2.13311       1.36046E+00
2.13265       1.35955E+00
2.13220       1.36451E+00
2.13174       1.37147E+00
2.13129       1.37024E+00
2.13083       1.36087E+00
2.13038       1.35573E+00
2.12993       1.35527E+00
2.12947       1.35120E+00
2.12902       1.34465E+00
2.12857       1.30284E+00
2.12811       1.16800E+00
2.12766       1.09707E+00
2.12721       1.21146E+00
2.12675       1.30958E+00
2.12630       1.32506E+00
2.12585       1.33233E+00
2.12540       1.29605E+00
2.12495       1.16638E+00
2.12450       1.08800E+00
2.12404       1.18979E+00
2.12359       1.29596E+00
2.12314       1.31777E+00
2.12269       1.32051E+00
2.12224       1.31396E+00
2.12179       1.29018E+00
2.12134       1.27160E+00
2.12089       1.24244E+00
2.12044       1.16187E+00
2.11999       1.11872E+00
2.11954       1.16778E+00
2.11909       1.13804E+00
2.11864       1.04648E+00
2.11820       1.10924E+00
2.11775       1.21662E+00
2.11730       1.24423E+00
2.11685       1.23089E+00
2.11640       1.20249E+00
2.11595       1.20239E+00
2.11551       1.21891E+00
2.11506       1.24634E+00
2.11461       1.28125E+00
2.11416       1.29875E+00
2.11372       1.29612E+00
2.11327       1.26329E+00
2.11282       1.20640E+00
2.11238       1.12727E+00
2.11193       1.08660E+00
2.11149       1.14242E+00
2.11104       1.20164E+00
2.11060       1.19892E+00
2.11015       1.14160E+00
2.10970       1.11848E+00
2.10926       1.18206E+00
2.10881       1.22388E+00
2.10837       1.22388E+00
2.10793       1.22812E+00
2.10748       1.23311E+00
2.10704       1.22494E+00
2.10659       1.21799E+00
2.10615       1.23534E+00
2.10571       1.22917E+00
2.10526       1.19978E+00
2.10482       1.20446E+00
2.10438       1.23469E+00
2.10393       1.25478E+00
2.10349       1.25220E+00
2.10305       1.24177E+00
2.10261       1.22023E+00
2.10217       1.08882E+00
2.10172       9.73385E-01
2.10128       1.07848E+00
2.10084       1.15376E+00
2.10040       1.10861E+00
2.09996       1.14561E+00
2.09952       1.15188E+00
2.09908       9.96003E-01
2.09864       9.22363E-01
2.09820       1.06749E+00
2.09776       1.17340E+00
2.09732       1.16564E+00
2.09688       1.17315E+00
2.09644       1.18303E+00
2.09600       1.16577E+00
2.09556       1.14698E+00
2.09512       1.13691E+00
2.09468       1.10761E+00
2.09424       1.01299E+00
2.09380       9.55385E-01
2.09336       1.03396E+00
2.09293       1.07036E+00
2.09249       1.04155E+00
2.09205       1.06065E+00
2.09161       1.08041E+00
2.09118       1.09499E+00
2.09074       1.08333E+00
2.09030       1.04310E+00
2.08986       1.02099E+00
2.08943       1.03510E+00
2.08899       1.04286E+00
2.08855       1.04188E+00
2.08812       1.06303E+00
2.08768       1.07202E+00
2.08725       1.07887E+00
2.08681       1.04260E+00
2.08638       9.90109E-01
2.08594       9.78089E-01
2.08551       9.37690E-01
2.08507       8.63859E-01
2.08464       8.44105E-01
2.08420       8.93190E-01
2.08377       9.35587E-01
2.08333       9.37757E-01
2.08290       9.21475E-01
2.08247       9.22536E-01
2.08203       9.29868E-01
2.08160       9.44439E-01
2.08117       9.92622E-01
2.08073       1.03882E+00
2.08030       1.04699E+00
2.07987       1.04681E+00
2.07943       1.04156E+00
2.07900       9.99426E-01
2.07857       9.33516E-01
2.07814       8.13927E-01
2.07771       7.27477E-01
2.07727       7.68883E-01
2.07684       8.13233E-01
2.07641       8.17757E-01
2.07598       8.16793E-01
2.07555       7.88223E-01
2.07512       7.82404E-01
2.07469       7.84088E-01
2.07426       7.38873E-01
2.07383       6.95557E-01
2.07340       6.95504E-01
2.07297       7.43548E-01
2.07254       7.34963E-01
2.07211       6.67861E-01
2.07168       6.24216E-01
2.07125       5.98668E-01
2.07082       5.47970E-01
2.07039       5.03414E-01
2.06996       4.85097E-01
2.06954       4.81181E-01
2.06911       5.02870E-01
2.06868       4.89317E-01
2.06825       4.92214E-01
2.06782       4.92137E-01
2.06740       4.78470E-01
2.06697       4.76955E-01
2.06654       4.29609E-01
2.06612       4.10610E-01
2.06569       4.25468E-01
2.06526       4.47301E-01
2.06484       4.49800E-01
2.06441       4.25632E-01
2.06398       4.40546E-01
2.06356       4.34520E-01
2.06313       4.20288E-01
2.06271       4.33546E-01
2.06228       4.64731E-01
2.06186       5.32330E-01
2.06143       5.48706E-01
2.06101       5.77184E-01
2.06058       7.01008E-01
2.06016       7.54522E-01
2.05973       6.65328E-01
2.05931       5.41521E-01
2.05888       4.90538E-01
2.05846       4.67315E-01
2.05804       4.08415E-01
2.05761       3.81694E-01
2.05719       3.59735E-01
2.05677       3.11763E-01
2.05634       3.25152E-01
2.05592       3.61830E-01
2.05550       3.46984E-01
2.05508       3.35888E-01
2.05465       3.38400E-01
2.05423       3.16620E-01
2.05381       3.08358E-01
2.05339       3.51417E-01
2.05297       3.81108E-01
2.05255       3.66462E-01
2.05212       3.69896E-01
2.05170       4.09153E-01
2.05128       4.48885E-01
2.05086       4.40589E-01
2.05044       4.24674E-01
2.05002       4.63942E-01
2.04960       5.44299E-01
2.04918       6.21599E-01
2.04876       6.52136E-01
2.04834       6.66603E-01
2.04792       7.19922E-01
2.04750       8.15861E-01
2.04708       8.81564E-01
2.04666       9.09437E-01
2.04625       9.46797E-01
2.04583       9.62158E-01
2.04541       9.49627E-01
2.04499       9.00136E-01
2.04457       8.05818E-01
2.04415       7.55430E-01
2.04374       7.96873E-01
2.04332       8.56233E-01
2.04290       9.24371E-01
2.04248       9.69496E-01
2.04207       9.37962E-01
2.04165       9.20678E-01
2.04123       9.29979E-01
2.04082       8.36766E-01
2.04040       6.83827E-01
2.03998       7.27877E-01
2.03957       9.32503E-01
2.03915       1.02535E+00
2.03874       9.77818E-01
2.03832       9.37703E-01
2.03790       9.78660E-01
2.03749       1.02025E+00
2.03707       1.02391E+00
2.03666       1.02248E+00
2.03625       1.01564E+00
2.03583       1.00877E+00
2.03542       1.00280E+00
2.03500       9.89036E-01
2.03459       9.84997E-01
2.03417       9.88164E-01
2.03376       8.86978E-01
2.03335       7.68348E-01
2.03293       8.36022E-01
2.03252       9.37286E-01
2.03211       9.69091E-01
2.03169       9.73625E-01
2.03128       9.10837E-01
2.03087       8.12811E-01
2.03046       7.94011E-01
2.03004       8.71895E-01
2.02963       8.91219E-01
